"subjectnumber" "activity" "TimeDomainSignalBodyLinearAccelerationMeanX" "TimeDomainSignalBodyLinearAccelerationMeanY" "TimeDomainSignalBodyLinearAccelerationMeanZ" "TimeDomainSignalBodyLinearAccelerationStandardDeviationX" "TimeDomainSignalBodyLinearAccelerationStandardDeviationY" "TimeDomainSignalBodyLinearAccelerationStandardDeviationZ" "TimeDomainSignalGravityLinearAccelerationMeanX" "TimeDomainSignalGravityLinearAccelerationMeanY" "TimeDomainSignalGravityLinearAccelerationMeanZ" "TimeDomainSignalGravityLinearAccelerationStandardDeviationX" "TimeDomainSignalGravityLinearAccelerationStandardDeviationY" "TimeDomainSignalGravityLinearAccelerationStandardDeviationZ" "TimeDomainSignalBodyLinearAccelerationDerivativeMeanX" "TimeDomainSignalBodyLinearAccelerationDerivativeMeanY" "TimeDomainSignalBodyLinearAccelerationDerivativeMeanZ" "TimeDomainSignalBodyLinearAccelerationDerivativeStandardDeviationX" "TimeDomainSignalBodyLinearAccelerationDerivativeStandardDeviationY" "TimeDomainSignalBodyLinearAccelerationDerivativeStandardDeviationZ" "TimeDomainSignalBodyAngularVelocityMeanX" "TimeDomainSignalBodyAngularVelocityMeanY" "TimeDomainSignalBodyAngularVelocityMeanZ" "TimeDomainSignalBodyAngularVelocityStandardDeviationX" "TimeDomainSignalBodyAngularVelocityStandardDeviationY" "TimeDomainSignalBodyAngularVelocityStandardDeviationZ" "TimeDomainSignalBodyAngularVelocityDerivativeMeanX" "TimeDomainSignalBodyAngularVelocityDerivativeMeanY" "TimeDomainSignalBodyAngularVelocityDerivativeMeanZ" "TimeDomainSignalBodyAngularVelocityDerivativeStandardDeviationX" "TimeDomainSignalBodyAngularVelocityDerivativeStandardDeviationY" "TimeDomainSignalBodyAngularVelocityDerivativeStandardDeviationZ" "TimeDomainSignalBodyLinearAccelerationEuclideanNormMean" "TimeDomainSignalBodyLinearAccelerationEuclideanNormStandardDeviation" "TimeDomainSignalGravityLinearAccelerationEuclideanNormMean" "TimeDomainSignalGravityLinearAccelerationEuclideanNormStandardDeviation" "TimeDomainSignalBodyLinearAccelerationDerivativeEuclideanNormMean" "TimeDomainSignalBodyLinearAccelerationDerivativeEuclideanNormStandardDeviation" "TimeDomainSignalBodyAngularVelocityEuclideanNormMean" "TimeDomainSignalBodyAngularVelocityEuclideanNormStandardDeviation" "TimeDomainSignalBodyAngularVelocityDerivativeEuclideanNormMean" "TimeDomainSignalBodyAngularVelocityDerivativeEuclideanNormStandardDeviation" "FrequencyDomainSignalBodyLinearAccelerationMeanX" "FrequencyDomainSignalBodyLinearAccelerationMeanY" "FrequencyDomainSignalBodyLinearAccelerationMeanZ" "FrequencyDomainSignalBodyLinearAccelerationStandardDeviationX" "FrequencyDomainSignalBodyLinearAccelerationStandardDeviationY" "FrequencyDomainSignalBodyLinearAccelerationStandardDeviationZ" "FrequencyDomainSignalBodyLinearAccelerationDerivativeMeanX" "FrequencyDomainSignalBodyLinearAccelerationDerivativeMeanY" "FrequencyDomainSignalBodyLinearAccelerationDerivativeMeanZ" "FrequencyDomainSignalBodyLinearAccelerationDerivativeStandardDeviationX" "FrequencyDomainSignalBodyLinearAccelerationDerivativeStandardDeviationY" "FrequencyDomainSignalBodyLinearAccelerationDerivativeStandardDeviationZ" "FrequencyDomainSignalBodyAngularVelocityMeanX" "FrequencyDomainSignalBodyAngularVelocityMeanY" "FrequencyDomainSignalBodyAngularVelocityMeanZ" "FrequencyDomainSignalBodyAngularVelocityStandardDeviationX" "FrequencyDomainSignalBodyAngularVelocityStandardDeviationY" "FrequencyDomainSignalBodyAngularVelocityStandardDeviationZ" "FrequencyDomainSignalBodyLinearAccelerationEuclideanNormMean" "FrequencyDomainSignalBodyLinearAccelerationEuclideanNormStandardDeviation" "FrequencyDomainSignalBodyLinearAccelerationDerivativeEuclideanNormMean" "FrequencyDomainSignalBodyLinearAccelerationDerivativeEuclideanNormStandardDeviation" "FrequencyDomainSignalBodyAngularVelocityEuclideanNormMean" "FrequencyDomainSignalBodyAngularVelocityEuclideanNormStandardDeviation" "FrequencyDomainSignalBodyAngularVelocityDerivativeEuclideanNormMean" "FrequencyDomainSignalBodyAngularVelocityDerivativeEuclideanNormStandardDeviation"
7 "sitting" 0.268011134795918 -0.00742902598163265 -0.105000758714286 -0.979849090816327 -0.929229192918367 -0.941624980816327 0.84107978877551 0.216840447244898 0.250656642653061 -0.968193662244898 -0.939105000877551 -0.937529401020408 0.078683227877551 -0.00589840427934694 -0.0102369439134694 -0.985235159387755 -0.981098467142857 -0.985606201428571 -0.0564517387142857 -0.092224878355102 0.0660112991836735 -0.983074811632653 -0.971852560612245 -0.957571520612245 -0.0910135106326531 -0.0407616171632653 -0.0424586712653061 -0.993313925714286 -0.989088603061224 -0.985301074897959 -0.953583239387755 -0.932685893857143 -0.953583239387755 -0.932685893857143 -0.986250849183673 -0.981090127755102 -0.93174046122449 -0.950445664489796 -0.991836208367347 -0.987095493469388 -0.981680067959184 -0.945874491428571 -0.960859338979592 -0.979207325918367 -0.925721624489796 -0.936114358571429 -0.985027257755102 -0.980502840204082 -0.983290364489796 -0.986943062857143 -0.983373043673469 -0.986543905510204 -0.980631027346939 -0.97693673244898 -0.959977554081633 -0.98392712755102 -0.969280548571429 -0.960699964693878 -0.950068858571429 -0.934318991428571 -0.981321788979592 -0.979744071632653 -0.964396271836735 -0.950475623061224 -0.988021589795918 -0.986515592653061
8 "sitting" 0.273688829085714 -0.0111657590242857 -0.109840355785714 -0.980875339571429 -0.905424058057143 -0.955765479142857 0.843612397285714 0.261055275688571 0.157982038171429 -0.98340432 -0.938568859185714 -0.963897250714286 0.0781746414 -0.00989436702942857 -0.000260718807 -0.980093766 -0.961963336428571 -0.981974310571429 -0.0419006834142857 -0.0795379483142857 0.0883217503285714 -0.98321173 -0.977205825857143 -0.946806194 -0.0977146682142857 -0.0395999321442857 -0.052182529988 -0.983306872 -0.986985984142857 -0.977810409571429 -0.952251422428571 -0.927980307428571 -0.952251422428571 -0.927980307428571 -0.977552753142857 -0.971444094142857 -0.944149914714286 -0.951650003 -0.986846369428571 -0.981913444285714 -0.979806719857143 -0.920998032571429 -0.964266263285714 -0.981413738714286 -0.903846818714286 -0.954166595571429 -0.980392561428571 -0.962161666142857 -0.979227276571429 -0.981618461 -0.964680749428571 -0.983354527428571 -0.977698207285714 -0.978875564714286 -0.949573750142857 -0.985036259571429 -0.976435647285714 -0.950947155857143 -0.939281878571429 -0.933046360142857 -0.972221397142857 -0.969285076285714 -0.964191524571429 -0.952151395142857 -0.982918214714286 -0.981579668571429
9 "sitting" 0.279396471304348 -0.0184703464826087 -0.108621938478261 -0.98405895173913 -0.932051123043478 -0.958825697826087 0.967649772173913 0.029377146473913 -0.0281174102608696 -0.993469626956522 -0.960892723043478 -0.975889736086957 0.075840028173913 0.018045259033913 -2.69836678260866e-05 -0.974740448695652 -0.964638817826087 -0.983429471304348 -0.040684377826087 -0.0786612659130435 0.0589491664347826 -0.975969360434783 -0.967727920869565 -0.955254413478261 -0.0928270070434783 -0.0352134253043478 -0.0509512257652174 -0.980170444782609 -0.982044777391304 -0.975179744347826 -0.960510349565217 -0.95646753 -0.960510349565217 -0.95646753 -0.975111387391304 -0.975415833913043 -0.954464152173913 -0.954368618695652 -0.981319305652174 -0.981975637826087 -0.980579732608696 -0.943455859130435 -0.96868095 -0.985677543913044 -0.93051802 -0.956240853043478 -0.975699755652174 -0.96486420173913 -0.980463557826087 -0.976006990434783 -0.967116839565217 -0.985088229565217 -0.97038724 -0.968973705652174 -0.957038807391304 -0.977752497391304 -0.967190231304348 -0.958757981304348 -0.962885574347826 -0.959398937391304 -0.974029161304348 -0.976018054347826 -0.963222971304348 -0.956543037391304 -0.98162594 -0.983521596956522
10 "sitting" 0.274328499591837 -0.00587732936326531 -0.0972465110836735 -0.989546275306122 -0.938967741632653 -0.938641215510204 0.92557651244898 0.101769752489796 0.0757773858163265 -0.981379112653061 -0.951353064693878 -0.930979556938776 0.0752865881142857 -0.00112344092891837 -0.0232397245106122 -0.992827264081633 -0.984267557755102 -0.987612090204082 -0.0355124856836735 -0.0902687401836735 0.0823432026610204 -0.985844263265306 -0.979668456122449 -0.966896414285714 -0.095919848877551 -0.041036688077551 -0.0466121595938776 -0.991371016938775 -0.991773350204082 -0.989861382040816 -0.957690563673469 -0.937935738571429 -0.957690563673469 -0.937935738571429 -0.989497838979592 -0.988813098163265 -0.951142644081633 -0.963940591428571 -0.992604304489796 -0.991414934897959 -0.990135477755102 -0.959673916122449 -0.956183063510204 -0.989410582653061 -0.933666502510204 -0.934189007346939 -0.992678212653061 -0.983914101836735 -0.985261204693878 -0.99368217 -0.985908120408163 -0.988612100204082 -0.983218202857143 -0.982456053877551 -0.968384415510204 -0.986714694081633 -0.97827070877551 -0.969451754693878 -0.956901559653061 -0.938529931020408 -0.988348535306122 -0.988332303469388 -0.973258277755102 -0.96426809755102 -0.991723741632653 -0.991219445918367
11 "sitting" 0.278305812333333 -0.011558841315 -0.1030774533 -0.977911107 -0.90226732935 -0.922031495 0.955073763833333 -0.0255348268816667 -0.023701013 -0.978236100666667 -0.9407397766 -0.938672700333333 0.0737716875166667 -0.0036194905193 -0.00931571004216667 -0.979982882333333 -0.9599272795 -0.975936882833333 -0.0471577291333333 -0.0744813777833333 0.0914575804833333 -0.976226131166667 -0.957485269833333 -0.940001669166667 -0.0918384403333333 -0.04442283662 -0.0514085522883333 -0.985184073333333 -0.986171261 -0.975757708333333 -0.937274915333333 -0.921038153666667 -0.937274915333333 -0.921038153666667 -0.973385964833333 -0.9703429135 -0.934052591833333 -0.937570064333333 -0.985275769333333 -0.9840652705 -0.976755337333333 -0.921769480833333 -0.944738133 -0.9786584525 -0.899042577383333 -0.916545947433333 -0.980262674 -0.960120758833333 -0.972221251 -0.981520442666667 -0.9627448925 -0.978367116666667 -0.972244001666667 -0.967113689666667 -0.944998265833333 -0.977582457333333 -0.952892163833333 -0.944058433166667 -0.937151722833333 -0.924926268333333 -0.969151777833333 -0.970936974833333 -0.956466488833333 -0.937014712833333 -0.984391765166667 -0.984432469166667
12 "sitting" 0.27688093278481 -0.0131775230658228 -0.110221783658228 -0.990411924936709 -0.965325030126582 -0.969251915822785 0.911130461012658 0.0723628892158987 0.198796679113924 -0.98623023443038 -0.971699651392405 -0.965913809113924 0.0744830175949367 0.00884449862278481 0.0048464955021924 -0.990209679493671 -0.981216039240506 -0.988780223417722 -0.0373741855949367 -0.0648370874088608 0.0665386525316456 -0.989940455696202 -0.98386348721519 -0.974918504810127 -0.0951988585063291 -0.0405911870949367 -0.0484432316481013 -0.99241001 -0.992734841265823 -0.990678723670886 -0.976484265189873 -0.96798140113924 -0.976484265189873 -0.96798140113924 -0.988509610632911 -0.988091812151899 -0.964479328734177 -0.974744274303798 -0.993547739113924 -0.99259876278481 -0.989360953037975 -0.968284693924051 -0.976792286455696 -0.99093697 -0.965455947088608 -0.966990147341772 -0.990294526202532 -0.980696610126582 -0.987085776708861 -0.99104559556962 -0.983334186075949 -0.989014806708861 -0.98751980443038 -0.986044614936709 -0.975758754810127 -0.990731102658228 -0.982776074810127 -0.977031077468354 -0.973550013797468 -0.969621464683544 -0.987439835443038 -0.987853179493671 -0.981681246962025 -0.974714438607595 -0.992678890253165 -0.992676722405063
13 "sitting" 0.280019621944444 -0.0155466034222222 -0.116452170333333 -0.980419854722222 -0.923006025277778 -0.9261188925 0.901817242777778 0.0800205530555556 0.285957928888889 -0.977790950277778 -0.961048665555556 -0.926362593222222 0.0733498103333333 0.00658815421111111 0.00330599883194444 -0.9836117225 -0.969053588333333 -0.983020674444444 -0.0375549265833333 -0.0670311235833333 0.0467470994722222 -0.984873826111111 -0.969416638055556 -0.941141965555556 -0.0964756818055556 -0.0389437874555556 -0.0454600444444444 -0.989763720555556 -0.989963673333333 -0.982135631388889 -0.948634336388889 -0.927490304722222 -0.948634336388889 -0.927490304722222 -0.9807483625 -0.976817338055556 -0.938092608888889 -0.9497752775 -0.989912233333333 -0.988316698888889 -0.97928413 -0.935239060277778 -0.948428292222222 -0.980994720277778 -0.921234358611111 -0.920519005555556 -0.983619596111111 -0.969661845 -0.980269501388889 -0.985156557222222 -0.970639716666667 -0.984402246944444 -0.9828501775 -0.976151796111111 -0.949824628333333 -0.985544906111111 -0.966034541388889 -0.943822376666667 -0.940568623611111 -0.931683265277778 -0.976223596111111 -0.976570218888889 -0.966375755 -0.948361848888889 -0.989118458333333 -0.987823373333333
14 "sitting" 0.276353729945946 -0.00849886361351351 -0.107173978189189 -0.982853126486486 -0.913721937567568 -0.932079847297297 0.883867139189189 0.114193115135135 0.0165885621621622 -0.982781239459459 -0.94169118027027 -0.942764763513514 0.0776995608378378 -0.0104908348621622 -0.0118204617555135 -0.984501895405405 -0.973204321621622 -0.98590162972973 -0.0368359918918919 -0.0829423699189189 0.0941328468378378 -0.988292476756757 -0.969429298108108 -0.962084336216216 -0.0962032971621622 -0.0409542498081081 -0.0532674611810811 -0.992419901351351 -0.988820401891892 -0.987118373513514 -0.949563372702703 -0.927013856756757 -0.949563372702703 -0.927013856756757 -0.98356781 -0.979819071081081 -0.956052518378378 -0.960414574864865 -0.991096427567568 -0.988565245405405 -0.982237457297297 -0.929442400162162 -0.954417458378378 -0.983123443243243 -0.911228981351351 -0.925695992432432 -0.985041456756757 -0.974469403513514 -0.983572644864865 -0.985351041891892 -0.973778155675676 -0.986843430540541 -0.986301626216216 -0.975317341621622 -0.966116270540541 -0.988952377297297 -0.966519004324324 -0.964202572432432 -0.941711139405405 -0.930511099459459 -0.980885864594595 -0.977426656756757 -0.971241096216216 -0.960329501351351 -0.98889753027027 -0.988606511891892
15 "sitting" 0.280022375555556 -0.00812854386507936 -0.093912745 -0.982947307619048 -0.92481378015873 -0.929226354285714 0.928654895238095 0.0940506226031746 -0.0994546546561905 -0.974987600793651 -0.950308019206349 -0.937304800507937 0.0735900194761905 0.00258818699396825 -0.00558344737571429 -0.987532436190476 -0.976575157142857 -0.981309182222222 -0.0396883082301587 -0.0673855070269841 0.0830996900634921 -0.979309079047619 -0.95447556 -0.945831467777778 -0.0957581059365079 -0.0436057196807937 -0.0571080937047619 -0.988771076190476 -0.987949669047619 -0.98471159984127 -0.949713515079365 -0.920021523968254 -0.949713515079365 -0.920021523968254 -0.984179983492063 -0.97898191015873 -0.942139723809524 -0.931344226507936 -0.990315314444444 -0.985124254444444 -0.983063933174603 -0.943255033492064 -0.951112694126984 -0.983129994126984 -0.920988775396825 -0.924202368888889 -0.987568291587302 -0.976610748412698 -0.978857927619048 -0.988627247777778 -0.978274114920635 -0.982301606666667 -0.97750285015873 -0.962505079047619 -0.947993037619048 -0.980089987142857 -0.950680215079365 -0.950325773650794 -0.942082476984127 -0.922632211396825 -0.979870244444444 -0.97676899047619 -0.949425468888889 -0.932158198888889 -0.986701737777778 -0.983987048571429
16 "sitting" 0.275795541690141 -0.0152794763239437 -0.108157478873239 -0.994248470140845 -0.97421105971831 -0.977331206760563 0.927210297042254 -0.0642674719859155 0.0194117108169014 -0.991437891126761 -0.980726674929577 -0.974551579577465 0.0760138532676056 0.00849679968690141 -0.00486139394774648 -0.993958106056338 -0.987767591549296 -0.989174836760563 -0.0405793316929577 -0.0617793543661972 0.0875506427492958 -0.989589108732394 -0.98288493971831 -0.986117136760563 -0.0943296471126761 -0.0410625520622535 -0.0540859003549296 -0.994409073098592 -0.99468140056338 -0.994349889577465 -0.982764267042254 -0.977852701267606 -0.982764267042254 -0.977852701267606 -0.99171319084507 -0.991012692816901 -0.969096285070423 -0.974205895915493 -0.996055288450704 -0.994317017746479 -0.993742085774648 -0.977577720140845 -0.981618504366197 -0.994491782535211 -0.973583963521127 -0.97598423084507 -0.994053669295775 -0.987440816760563 -0.987323193802817 -0.994398388450704 -0.989133480985915 -0.989615243802817 -0.987250312112676 -0.986764802394366 -0.986093184929577 -0.990408365070423 -0.981025792253521 -0.987573025211268 -0.981767811971831 -0.978648350140845 -0.990478544084507 -0.990578829295775 -0.98164045028169 -0.974153683098592 -0.994691120422535 -0.993929743661972
17 "sitting" 0.274745184642857 -0.0165983888214286 -0.109343867964286 -0.984450208571429 -0.953788779761905 -0.94924808952381 0.801583654285714 0.137376150297619 0.231583544105952 -0.978046530595238 -0.967966067023809 -0.951543229642857 0.0765256417154762 0.00758569372928571 -0.0010785402940119 -0.988953313333333 -0.982202060357143 -0.986371002142857 -0.0351270380285714 -0.0575354353916667 0.0888878095532143 -0.984955368809524 -0.972219461904762 -0.970702192142857 -0.0965266780476191 -0.0435273774047619 -0.0530816835452381 -0.989140169880952 -0.990559247023809 -0.988897576190476 -0.963429577738095 -0.956427436666667 -0.963429577738095 -0.956427436666667 -0.987204876428571 -0.98649385202381 -0.951548662857143 -0.963685049642857 -0.991239901904762 -0.990058425952381 -0.985260728690476 -0.962055591071429 -0.964273882857143 -0.984145901309524 -0.951918705952381 -0.944691740476191 -0.988909951190476 -0.981946425714286 -0.983695466428571 -0.990031102142857 -0.983883498452381 -0.987764540833333 -0.982420786309524 -0.977939373095238 -0.973118132380952 -0.985808033809524 -0.969404768571429 -0.972598797142857 -0.964874158095238 -0.957902924761905 -0.985725815952381 -0.986458426190476 -0.9745297975 -0.96329071547619 -0.990308721309524 -0.990138111666667
18 "sitting" 0.274242395 -0.0130879130526563 -0.100579822859375 -0.9890949234375 -0.95846384109375 -0.947401349375 0.937474915625 0.1300632139375 0.0416774229765625 -0.993465513125 -0.97662813921875 -0.95674569625 0.07600255665625 0.006097840688875 -0.00090262749890625 -0.984486859375 -0.97679368453125 -0.97736017203125 -0.0338658819953125 -0.0731768110296875 0.084485085296875 -0.97776628921875 -0.96489422921875 -0.96302947109375 -0.095677535171875 -0.0415295779890625 -0.0492602129296875 -0.97822383515625 -0.97938584828125 -0.9838855821875 -0.966963883125 -0.95988330890625 -0.966963883125 -0.95988330890625 -0.98125712625 -0.97722691828125 -0.95474122828125 -0.95194841234375 -0.98369854765625 -0.97610494265625 -0.98696982109375 -0.963429965 -0.95799079796875 -0.99009271203125 -0.95785982828125 -0.94537483765625 -0.98470528609375 -0.976742163125 -0.97394390421875 -0.9856596884375 -0.97858553359375 -0.979433095625 -0.97130676359375 -0.96724857953125 -0.964505569375 -0.979909085 -0.96387965765625 -0.96596345703125 -0.96397254734375 -0.9631181571875 -0.97619743453125 -0.97754668609375 -0.95987606125 -0.95529425734375 -0.97679916578125 -0.976634518125
19 "sitting" 0.276834034666667 -0.0165731857088889 -0.111862729111111 -0.979565266888889 -0.950072712222222 -0.952791963777778 0.648244636666667 0.337292115111111 0.376280362328889 -0.976330057111111 -0.973512644222222 -0.964079339777778 0.0747859602888889 0.0163650470813333 0.00153600934851111 -0.986903405777778 -0.977879387333333 -0.986348443111111 -0.0217515416888889 -0.0484626303333333 0.09296317194 -0.983579195111111 -0.954708417555556 -0.966177466 -0.102059221777778 -0.0423182221555556 -0.0588893544666667 -0.988164882666667 -0.986059258222222 -0.984078674222222 -0.964075461333333 -0.953006904222222 -0.964075461333333 -0.953006904222222 -0.986259761111111 -0.982794546 -0.942412599111111 -0.944097287777778 -0.988879080444444 -0.983738499333333 -0.981323026444444 -0.96019131 -0.966060506 -0.978922118888889 -0.947991136666667 -0.948785972222222 -0.986700956222222 -0.977957358888889 -0.983579723111111 -0.98836002 -0.979423408 -0.987817311111111 -0.980454798444444 -0.963441330888889 -0.967291921555556 -0.984577771777778 -0.950373669111111 -0.968853630222222 -0.964053281555556 -0.953722654222222 -0.98281774 -0.981618242444444 -0.958424142888889 -0.944569302222222 -0.985255982666667 -0.982736211333333
20 "sitting" 0.2621559425 -0.00371283286172414 -0.100418035344828 -0.978448726206897 -0.923353642758621 -0.934257564482759 0.87064332 0.188531394051724 0.230532722482759 -0.973125567586207 -0.941235354655172 -0.950119240862069 0.0775912635172414 0.000159971743431034 -0.00600190899603448 -0.984986599655172 -0.977250067413793 -0.984476033448276 -0.0410274477086207 -0.0806683525344828 0.0694532557241379 -0.978445800517241 -0.963346443275862 -0.947858025862069 -0.094534484137931 -0.0402863832241379 -0.0484084252103448 -0.989185382241379 -0.987137056896552 -0.986161951206897 -0.94541795862069 -0.928655119655172 -0.94541795862069 -0.928655119655172 -0.984267553448276 -0.981297250344828 -0.942844981896552 -0.941538879137931 -0.989511589482759 -0.986500386551724 -0.980149996034483 -0.941666327586207 -0.954491036206897 -0.977899928793104 -0.919166829827586 -0.928665607068966 -0.98540491862069 -0.977036668965517 -0.98230779637931 -0.985906964310345 -0.97923626862069 -0.985212676551724 -0.976894023448276 -0.972909255517241 -0.956974195172414 -0.979206964482759 -0.95892484362069 -0.950022457931034 -0.946889566206897 -0.930539666034483 -0.981826162413793 -0.979683 -0.962186346206897 -0.939755659137931 -0.987655419310345 -0.985808768793103
21 "sitting" 0.277539616823529 -0.0144009705494118 -0.112057887741176 -0.991777287176471 -0.966877560941176 -0.959567861764706 0.940031368 0.0215206708823529 -0.0567766060705882 -0.992936404470588 -0.979355363176471 -0.965426493882353 0.0757109789882353 0.0121020139594259 -0.000175352166235294 -0.989439392235294 -0.979002804823529 -0.985823622941176 -0.0198712820612471 -0.0653077503317647 0.0831326042823529 -0.988410501294118 -0.976380487294118 -0.976972658588235 -0.101114775129412 -0.0391483428502824 -0.0526409877294118 -0.989472968470588 -0.989722663529412 -0.987954515294118 -0.974734999411765 -0.971994251294118 -0.974734999411765 -0.971994251294118 -0.985947225176471 -0.986520865058824 -0.964971113764706 -0.971225061647059 -0.990307349882353 -0.990302232705882 -0.990610228 -0.968060947058824 -0.970859342941176 -0.992375229411765 -0.96756129 -0.956412505058824 -0.989759187058823 -0.979180438588235 -0.983434322941176 -0.990027822470588 -0.980347168823529 -0.986845672352941 -0.984893559764706 -0.979830938 -0.976839728941176 -0.98955931 -0.974723217647059 -0.979130678470588 -0.974829227058824 -0.974447593176471 -0.985342358705882 -0.986991549529412 -0.977839702352941 -0.972027251294118 -0.990014272588235 -0.991062204823529
22 "sitting" 0.273583822709677 -0.0123468446419355 -0.105827369516129 -0.978466823709677 -0.928059133795645 -0.917564853870968 0.839305928709677 0.208553884 0.315551492322581 -0.972009988709677 -0.954225015274194 -0.927950649854839 0.0807687311935484 -0.000842715149193548 -0.0126852481958065 -0.981664149193548 -0.964782832419355 -0.978928356290323 -0.0360430675032258 -0.0793617444354839 0.0804426775241936 -0.981099172419355 -0.950173478548387 -0.946501417741936 -0.0986493161935484 -0.0423409822741935 -0.0517193986693548 -0.985671250322581 -0.980275619354839 -0.97954410516129 -0.942167353870968 -0.924336184035484 -0.942167353870968 -0.924336184035484 -0.979303714032258 -0.968576776774194 -0.942077432741935 -0.933268487096774 -0.98547603483871 -0.976503766290323 -0.978505368225806 -0.939546007903226 -0.946635312419355 -0.97862319016129 -0.926995253483871 -0.909344305645161 -0.980944505967742 -0.963129472580645 -0.975330718709677 -0.984299609032258 -0.969776055483871 -0.981272224354839 -0.977266731129032 -0.959161754193548 -0.948367052258065 -0.982373346290323 -0.946107943548387 -0.951045695483871 -0.943078237096774 -0.926798029822581 -0.968908297096774 -0.967026275967742 -0.951952767258065 -0.93356300983871 -0.977775448387097 -0.976318114516129
23 "sitting" 0.256044199960526 -0.0201764221789474 -0.0832679309078947 -0.972691137763158 -0.893484951447368 -0.845839583763158 0.932161386842105 0.0915089030657895 0.0767418891407895 -0.966404525921053 -0.943643785657895 -0.881412191986842 0.0760751162328947 0.0112088093109868 -0.00543988443328947 -0.97709594 -0.969560095394737 -0.969725011973684 -0.0440463505210526 -0.0692154257105263 0.0648837552236842 -0.971999660394737 -0.930476757763158 -0.938676445921053 -0.0969911204736842 -0.0435896363671053 -0.0492143948868421 -0.979236769736842 -0.976718775131579 -0.979807523157895 -0.905231997894737 -0.874585961315789 -0.905231997894737 -0.874585961315789 -0.975516277236842 -0.963820487105263 -0.919565164605263 -0.9173213325 -0.981380568289474 -0.973235151842105 -0.974421037894737 -0.929944052631579 -0.910279686447368 -0.972458535526316 -0.885181192539474 -0.829580687068421 -0.977275613947368 -0.970347934078947 -0.966033834078947 -0.979022456315789 -0.970865125657895 -0.972056950394737 -0.967341118552632 -0.948252468289474 -0.950907103421053 -0.973620604210526 -0.922963898552632 -0.941245782368421 -0.912972028026316 -0.877151137105263 -0.964794217368421 -0.96169922881579 -0.941396433684211 -0.917618555 -0.975200958947368 -0.972348671973684
24 "sitting" 0.260344431949153 -0.00200337937 -0.103599692661017 -0.980912462033898 -0.907928837457627 -0.948146118644068 0.876178389661017 0.164165345062881 0.237419398440678 -0.964188451355932 -0.922574527627119 -0.93632333559322 0.0751731158542373 0.00111984635983051 -0.000135979914237288 -0.986083482542373 -0.973962753389831 -0.98668051 -0.0400658703389831 -0.0774282664237288 0.0906046549288136 -0.98705740779661 -0.976810030338983 -0.954084558983051 -0.0948868627966102 -0.0389913531355932 -0.0545138933672881 -0.989799432711864 -0.989907320169492 -0.987590520169492 -0.939756436440678 -0.921149080338983 -0.939756436440678 -0.921149080338983 -0.983803712542373 -0.982693655932203 -0.94256450779661 -0.959740116779661 -0.990698528813559 -0.989813432881356 -0.981567940677966 -0.932894344237288 -0.964427081355932 -0.980779919322034 -0.90223482440678 -0.94367261661017 -0.986209113898305 -0.974375046101695 -0.983989773220339 -0.987232473728814 -0.975503350338983 -0.988084628305085 -0.983908017627119 -0.980167299322034 -0.958225214745763 -0.98808065 -0.975191739152542 -0.957033633728814 -0.942697957457627 -0.923239626440678 -0.982440230508475 -0.981948870508475 -0.971065236779661 -0.959623555932203 -0.990243749152542 -0.989629793559322
25 "sitting" 0.277370828780488 -0.01550812715 -0.107768983609756 -0.986554840609756 -0.942068618158537 -0.952434415243902 0.863568379756098 0.144688482759878 0.144702551012561 -0.98673158902439 -0.964558092073171 -0.96622526902439 0.0760186529930488 0.00640444469268293 0.00321190788304878 -0.985387633414634 -0.977407361463415 -0.982085697317073 -0.0392347459146341 -0.0632043660365854 0.0855462212682927 -0.983254631829268 -0.969577279878049 -0.967949746829268 -0.0938646244268293 -0.040947639695122 -0.051158684097561 -0.986101291829268 -0.985938922682927 -0.987150752073171 -0.964142716829268 -0.951726867195122 -0.964142716829268 -0.951726867195122 -0.983939862804878 -0.979071925365854 -0.951991308780488 -0.957804607926829 -0.988342723658537 -0.984875422195122 -0.985454235609756 -0.953336125 -0.962957906341463 -0.987071153170732 -0.939880848658537 -0.949855134390244 -0.986044787682927 -0.977625746463415 -0.979594304146341 -0.986012033658537 -0.978852692439024 -0.983179389878049 -0.979403493902439 -0.973472339146341 -0.969744512439024 -0.984508860609756 -0.967746374268293 -0.970369879512195 -0.958549913658537 -0.955019391829268 -0.979491014512195 -0.97740338902439 -0.96853999097561 -0.958437043292683 -0.985512232073171 -0.984831126219512
